0.05000000074505806,68,1,84,255,0.0500
0.09595530420936718,70,8,92,255,0.0960
0.1419108420462396,71,16,99,255,0.1419
0.18786614551054873,72,23,105,255,0.1879
0.23382168334742112,72,29,111,255,0.2338
0.27977698681173024,72,36,117,255,0.2798
0.32573229027603939,71,42,122,255,0.3257
0.37168806248547509,70,48,126,255,0.3717
0.41764383469491079,69,55,129,255,0.4176
0.46359960690434648,67,61,132,255,0.4636
0.50955303538814933,65,66,135,255,0.5096
0.55550880759758503,63,72,137,255,0.5555
0.60146457980702073,61,78,138,255,0.6015
0.64742035201645642,58,83,139,255,0.6474
0.69337612422589212,56,89,140,255,0.6934
0.73933189643532782,53,94,141,255,0.7393
0.78528532491913061,51,99,141,255,0.7853
0.83124109712856631,49,104,142,255,0.8312
0.87719686933800212,46,109,142,255,0.8772
0.92315264154743781,44,113,142,255,0.9232
0.9691084137568734,42,118,142,255,0.9691
1.01506418596630921,41,123,142,255,1.0151
1.0610199581757449,39,128,142,255,1.0610
1.1069733866595477,37,132,142,255,1.1070
1.15292915886898339,35,137,142,255,1.1529
1.19888493107841909,33,142,141,255,1.1989
1.24484070328785479,32,146,140,255,1.2448
1.29079647549729049,31,151,139,255,1.2908
1.33675224770672618,30,156,137,255,1.3368
1.38270567619052898,31,161,136,255,1.3827
1.42866144839996467,33,165,133,255,1.4287
1.47461722060940037,36,170,131,255,1.4746
1.52057299281883607,40,174,128,255,1.5206
1.56652876502827199,46,179,124,255,1.5665
1.61248453723770746,53,183,121,255,1.6125
1.65844030944714316,61,188,116,255,1.6584
1.70439373793094617,70,192,111,255,1.7044
1.75034951014038165,80,196,106,255,1.7503
1.79630528234981757,90,200,100,255,1.7963
1.84226105455925304,101,203,94,255,1.8423
1.88821682676868874,112,207,87,255,1.8882
1.93417259897812466,124,210,80,255,1.9342
1.98012602746192723,137,213,72,255,1.9801
2.02608179967136337,149,216,64,255,2.0261
2.07203757188079862,162,218,55,255,2.0720
2.11799334409023476,176,221,47,255,2.1180
2.16394911629967002,189,223,38,255,2.1639
2.20990488850910571,202,225,31,255,2.2099
2.25585831699290873,216,226,25,255,2.2559
2.30181408920234443,229,228,25,255,2.3018
2.34776986141178012,241,229,29,255,2.3478
2.39372563362121582,253,231,37,255,2.3937
