-13.63300040000000024,68,1,84,255,-13.6330
-12.87092364127843958,70,8,92,255,-12.8709
-12.10884299595685931,71,16,99,255,-12.1088
-11.34676623723530042,72,23,105,255,-11.3468
-10.58468559191372016,72,29,111,255,-10.5847
-9.82260883319215949,72,36,117,255,-9.8226
-9.06053207447060061,71,42,122,255,-9.0605
-8.29844754254900074,70,48,126,255,-8.2984
-7.53636301062739999,69,55,129,255,-7.5364
-6.77427847870580013,67,61,132,255,-6.7743
-6.0122328127843998,65,66,135,255,-6.0122
-5.25014828086279994,63,72,137,255,-5.2501
-4.48806374894119919,61,78,138,255,-4.4881
-3.72597921701959889,58,83,139,255,-3.7260
-2.9638946850980008,56,89,140,255,-2.9639
-2.20181015317640005,53,94,141,255,-2.2018
-1.43976448725500106,51,99,141,255,-1.4398
-0.67767995533339898,49,104,142,255,-0.6777
0.0844045765882004,46,109,142,255,0.0844
0.84648910850980197,44,113,142,255,0.8465
1.60857364043139994,42,118,142,255,1.6086
2.37065817235300003,41,123,142,255,2.3707
3.13274270427460211,39,128,142,255,3.1327
3.89478837019600022,37,132,142,255,3.8948
4.65687290211760185,35,137,142,255,4.6569
5.41895743403919994,33,142,141,255,5.4190
6.18104196596080158,32,146,140,255,6.1810
6.94312649788239966,31,151,139,255,6.9431
7.70521102980399775,30,156,137,255,7.7052
8.46725669572539985,31,161,136,255,8.4673
9.22934122764699794,33,165,133,255,9.2293
9.99142575956860313,36,170,131,255,9.9914
10.75351029149020121,40,174,128,255,10.7535
11.51559482341180285,46,179,124,255,11.5156
12.27767935533340093,53,183,121,255,12.2777
13.03976388725499902,61,188,116,255,13.0398
13.80180955317640112,70,192,111,255,13.8018
14.56389408509799921,80,196,106,255,14.5639
15.3259786170196044,90,200,100,255,15.3260
16.08806314894120248,101,203,94,255,16.0881
16.85014768086280057,112,207,87,255,16.8501
17.61223221278440221,124,210,80,255,17.6122
18.37427787870579721,137,213,72,255,18.3743
19.13636241062740595,149,216,64,255,19.1364
19.89844694254900048,162,218,55,255,19.8984
20.66053147447060212,176,221,47,255,20.6605
21.42261600639220376,189,223,38,255,21.4226
22.18470053831379829,202,225,31,255,22.1847
22.94674620423520395,216,226,25,255,22.9467
23.70883073615679848,229,228,25,255,23.7088
24.47091526807840012,241,229,29,255,24.4709
25.23299980000000176,253,231,37,255,25.2330
